"BudgetHistoryLink","BUDGET","KEY","Budget#","FullAccount","Account","AcctDesc","Description","Dept","L/N","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Total","BudgetYear+1","BudgetYear+2","BudgetYear+3","BudgetYear+4","DIFF","Comments","Ranking","ImportDate","BudgetYear"
"156480","EO","EOTS003-1-20-401-20-302-570-500-4","           ","003-1-20-401-20-302-570-500-4","003-1-20-401-20-302-570-500-4","MAINT STA EQP T&S","Routine Equipment Maintenance","TS","N","0","0","0","1000","1000","1000","1000","1000","1000","0","0","0","6000","6000","6000","6000","6000","0","","","2025-03-18 13:20:02","2025"
"156481","EO","EOTS003-1-20-401-20-302-570-500-4","           ","003-1-20-401-20-302-570-500-4","003-1-20-401-20-302-570-500-4","MAINT STA EQP T&S","Test Equipment and Training","TS","N","0","0","0","0","15000","0","0","0","10000","0","0","0","25000","25000","25000","25000","25000","0","","","2025-03-18 13:20:02","2025"
"156482","EO","EOTS003-1-20-401-20-302-570-500-4","           ","003-1-20-401-20-302-570-500-4","003-1-20-401-20-302-570-500-4","MAINT STA EQP T&S","Riverside Group charges","TS","N","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","5000","60000","60000","60000","60000","60000","0","","","2025-03-18 13:20:02","2025"
"156483","EO","EOTS003-1-20-401-20-302-570-500-4","           ","003-1-20-401-20-302-570-500-4","003-1-20-401-20-302-570-500-4","MAINT STA EQP T&S","Contract Electrical Testing","TS","N","0","0","0","0","20000","20000","0","0","0","20000","20000","0","80000","80000","80000","80000","80000","0","","","2025-03-18 13:20:02","2025"
"172112","Clifty","CliftyMAINT003-2-21-401-20-320-513-104-4","           ","003-2-21-401-20-320-513-104-4","003-2-21-401-20-320-513-104-4","CONTROL VALVE-GE","""Misc repairs; RMSV Bypass Repair - $9,400;""","MAINT","N","362","362","362","362","362","362","362","362","362","362","362","359","4341","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172113","Clifty","CliftyMAINT003-2-21-401-20-320-513-105-4","           ","003-2-21-401-20-320-513-105-4","003-2-21-401-20-320-513-105-4","STOP VALVE","Typical maintenance.","MAINT","N","76","76","76","76","76","9100","76","76","76","76","76","80","9940","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172114","Clifty","CliftyMAINT003-2-21-401-20-320-513-106-4","           ","003-2-21-401-20-320-513-106-4","003-2-21-401-20-320-513-106-4","HP TURB GOVERN SYS","Typical maintenance.","MAINT","N","1279","1279","1279","1279","1279","1279","1279","1279","1279","1279","1279","1285","15354","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172115","Clifty","CliftyMAINT003-2-21-401-20-320-513-108-4","           ","003-2-21-401-20-320-513-108-4","003-2-21-401-20-320-513-108-4","HP TURN GEAR BRG&STD","Typical maintenance.","MAINT","N","0","0","0","0","0","0","0","0","0","0","800","2200","3000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172116","Clifty","CliftyMAINT003-2-21-401-20-320-513-109-4","           ","003-2-21-401-20-320-513-109-4","003-2-21-401-20-320-513-109-4","MISC HP TURB & XOVER","Typical maintenance. 3700 for the month of June for a new drain valve mandrew 4-2-24","MAINT","N","0","0","0","716","1000","0","0","0","0","0","0","0","1716","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172117","Clifty","CliftyMAINT003-2-21-401-20-320-513-114-4","           ","003-2-21-401-20-320-513-114-4","003-2-21-401-20-320-513-114-4","MISC TURB GOVERN SYS","","MAINT","N","0","0","0","0","0","0","0","0","0","1048","0","0","1048","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172118","Clifty","CliftyMAINT003-2-21-401-20-320-513-117-4","           ","003-2-21-401-20-320-513-117-4","003-2-21-401-20-320-513-117-4","LP TURB STM SEAL SYS","Typical maintenance.","MAINT","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172119","Clifty","CliftyMAINT003-2-21-401-20-320-513-118-4","           ","003-2-21-401-20-320-513-118-4","003-2-21-401-20-320-513-118-4","LP TURN GEAR BRG&STD","Typical maintenance.","MAINT","N","0","0","0","0","0","0","0","0","0","0","864","0","864","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172120","Clifty","CliftyMAINT003-2-21-401-20-320-513-119-4","           ","003-2-21-401-20-320-513-119-4","003-2-21-401-20-320-513-119-4","MISC LP TURBINE","Seal oil vacuum pump rebuild - $16k;","MAINT","N","0","0","0","0","0","0","0","0","0","0","0","16000","16000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172121","Clifty","CliftyMAINT003-2-21-401-20-320-513-121-4","           ","003-2-21-401-20-320-513-121-4","003-2-21-401-20-320-513-121-4","HP GEN STATOR & BRGS","Typical maintenance.","MAINT","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172122","Clifty","CliftyMAINT003-2-21-401-20-320-513-123-4","           ","003-2-21-401-20-320-513-123-4","003-2-21-401-20-320-513-123-4","HP GEN HYDROGEN COOL","","MAINT","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172123","Clifty","CliftyMAINT003-2-21-401-20-320-513-124-4","           ","003-2-21-401-20-320-513-124-4","003-2-21-401-20-320-513-124-4","HP GEN HYD SEAL SYS","Typical maintenance.","MAINT","N","846","846","846","846","846","846","846","846","846","846","846","843","10149","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172124","Clifty","CliftyMAINT003-2-21-401-20-320-513-125-4","           ","003-2-21-401-20-320-513-125-4","003-2-21-401-20-320-513-125-4","HP GEN MAIN EXCITER","10k for upkeep","MAINT","N","850","850","850","850","850","850","850","850","850","850","850","650","10000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172125","Clifty","CliftyMAINT003-2-21-401-20-320-513-129-4","           ","003-2-21-401-20-320-513-129-4","003-2-21-401-20-320-513-129-4","MISC GEN & EXCIT HP","","MAINT","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172126","Clifty","CliftyMAINT003-2-21-401-20-320-513-133-4","           ","003-2-21-401-20-320-513-133-4","003-2-21-401-20-320-513-133-4","LP GEN HYDROGEN COOL","Typical maintenance.","MAINT","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172127","Clifty","CliftyMAINT003-2-21-401-20-320-513-134-4","           ","003-2-21-401-20-320-513-134-4","003-2-21-401-20-320-513-134-4","LP GEN HYD SEAL SYS","Typical maintenance.","MAINT","N","0","0","0","1880","1880","1880","1880","1880","1880","1688","0","0","12968","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172128","Clifty","CliftyMAINT003-2-21-401-20-320-513-135-4","           ","003-2-21-401-20-320-513-135-4","003-2-21-401-20-320-513-135-4","LP GEN MAIN EXCITER","30k for PM's and upkeep","MAINT","N","2200","2200","2200","0","2200","2200","2200","0","2200","2200","6600","5800","30000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172129","Clifty","CliftyMAINT003-2-21-401-20-320-513-140-4","           ","003-2-21-401-20-320-513-140-4","003-2-21-401-20-320-513-140-4","CONDENSERS","""Contractor to do Air Test, U4 Condenser Priming Pump - Sheaves and belts & Silencer $38500 Belt replacement $1500""","MAINT","N","0","0","0","0","0","0","0","0","0","34500","0","0","34500","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172130","Clifty","CliftyMAINT003-2-21-401-20-320-513-146-4","           ","003-2-21-401-20-320-513-146-4","003-2-21-401-20-320-513-146-4","NASH VACUUM SYSTEM","""Sight glass repair & small vacuum pumps repair U5 & U6 2x $5000                                       replacements/repairs, Silencer $4800, 2 pump replacements12k""","MAINT","N","0","0","0","5000","5000","0","0","4800","24200","0","0","0","39000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172131","Clifty","CliftyMAINT003-2-21-401-20-320-513-150-4","           ","003-2-21-401-20-320-513-150-4","003-2-21-401-20-320-513-150-4","TURBINE OIL TANK","""Replace one vapor extractor $2,950""","MAINT","N","0","0","0","0","0","0","0","2393","0","0","0","1148","3541","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172132","Clifty","CliftyMAINT003-2-21-401-20-320-513-151-4","           ","003-2-21-401-20-320-513-151-4","003-2-21-401-20-320-513-151-4","MAIN OIL PUMP","Typical maintenance.","MAINT","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-09-17 12:50:02","2025"
"172133","Clifty","CliftyMAINT003-2-21-401-20-320-513-152-4","           ","003-2-21-401-20-320-513-152-4","003-2-21-401-20-320-513-152-4","TURB OIL PUMPS","Typical maintenance.","MAINT","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-09-17 12:50:02","2025"
"172134","Clifty","CliftyMAINT003-2-21-401-20-320-513-156-4","           ","003-2-21-401-20-320-513-156-4","003-2-21-401-20-320-513-156-4","OIL TREATING EQUIP","","MAINT","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-09-17 12:50:02","2025"
"172135","Clifty","CliftyMAINT003-2-21-401-20-320-513-160-4","           ","003-2-21-401-20-320-513-160-4","003-2-21-401-20-320-513-160-4","STEAM JET AIR PUMPS","""maintenance repairs, head and valve""","MAINT","N","0","0","0","457","457","457","457","975","600","830","543","700","5476","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172136","Clifty","CliftyMAINT003-2-21-401-20-320-513-161-4","           ","003-2-21-401-20-320-513-161-4","003-2-21-401-20-320-513-161-4","HOT WELL PUMP","Pump rebuild U5 @$48k.","MAINT","N","0","0","0","0","0","0","0","48000","0","0","0","0","48000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172137","Clifty","CliftyMAINT003-2-21-401-20-320-513-162-4","           ","003-2-21-401-20-320-513-162-4","003-2-21-401-20-320-513-162-4","COND BOOSTER PUMP","""Pump rebuild x1 @$45,500; . Motor repair $33000""","MAINT","N","0","0","0","45500","0","0","0","0","0","0","0","0","45500","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172138","Clifty","CliftyMAINT003-2-21-401-20-320-513-163-4","           ","003-2-21-401-20-320-513-163-4","003-2-21-401-20-320-513-163-4","START HOG & EJECTOR","","MAINT","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-09-17 12:50:02","2025"
"172147","Clifty","CliftyMAINT003-2-21-401-20-320-513-174-4","           ","003-2-21-401-20-320-513-174-4","003-2-21-401-20-320-513-174-4","CIRC WATER VALV&PIPG","valve work not included in pump work.","MAINT","N","0","0","9110","0","0","0","0","0","0","0","0","0","9110","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172148","Clifty","CliftyMAINT003-2-21-401-20-320-513-175-4","           ","003-2-21-401-20-320-513-175-4","003-2-21-401-20-320-513-175-4","DISCHARGE & DEICEGATE","""Rebuild East inlet U6 gate repair & gearbox - $28,500  U6""","MAINT","N","0","100","5500","500","1875","1875","6900","1875","2050","2200","3250","1875","28000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172149","Clifty","CliftyMAINT003-2-21-401-20-320-513-176-4","           ","003-2-21-401-20-320-513-176-4","003-2-21-401-20-320-513-176-4","BLEACH INJECTION SYSTEM","misc repair as needed spend 5k-10k a year normal maintenance","MAINT","N","0","0","0","0","0","0","0","0","2500","2500","0","0","5000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172150","Clifty","CliftyMAINT003-2-21-401-20-320-513-179-4","           ","003-2-21-401-20-320-513-179-4","003-2-21-401-20-320-513-179-4","MISC CIRCUL WATER SYS","spent 800 in 2024","MAINT","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-09-17 12:50:02","2025"
"172151","Clifty","CliftyMAINT003-2-21-401-20-320-513-186-4","           ","003-2-21-401-20-320-513-186-4","003-2-21-401-20-320-513-186-4","RECORDRS METRS TB GEN","Hydrogen storeage and other upkeep","MAINT","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-09-17 12:50:02","2025"
"172152","Clifty","CliftyMAINT003-2-21-401-20-320-513-187-4","           ","003-2-21-401-20-320-513-187-4","003-2-21-401-20-320-513-187-4","MAJR CONTROLS TURGEN","","MAINT","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-09-17 12:50:02","2025"
"172153","Clifty","CliftyMAINT003-2-21-401-20-320-513-188-4","           ","003-2-21-401-20-320-513-188-4","003-2-21-401-20-320-513-188-4","TESTS & TEST EQP TURB","","MAINT","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-09-17 12:50:02","2025"
"171774","Clifty","CliftyPLANNED-02003-2-21-401-20-320-512-152-4","           ","003-2-21-401-20-320-512-152-4","003-2-21-401-20-320-512-152-4","Burner Pipe and Damper","Repairs as needed from inspections","PLANNED-02","N","0","0","0","0","0","0","0","0","0","50000","48000","0","98000","0","0","0","0","0","","1R Reliabi","2025-09-17 12:50:02","2025"
"171775","Clifty","CliftyPLANNED-02003-2-21-401-20-320-512-152-4","           ","003-2-21-401-20-320-512-152-4","003-2-21-401-20-320-512-152-4","Burner Pipe and Damper","vac work / scaffold","PLANNED-02","N","0","0","0","0","0","0","0","0","0","20000","20000","0","40000","0","0","0","0","0","","1R Reliabi","2025-09-17 12:50:02","2025"
"171776","Clifty","CliftyPLANNED-02003-2-21-401-20-320-512-282-4","           ","003-2-21-401-20-320-512-282-4","003-2-21-401-20-320-512-282-4","BOILER DRUM SAFETY VALVE","Safeties Drum","PLANNED-02","N","0","0","0","0","0","0","0","0","0","40000","0","0","40000","0","0","0","0","0","","1C Circula","2025-09-17 12:50:02","2025"
"171777","Clifty","CliftyPLANNED-02003-2-21-401-20-320-512-252-4","           ","003-2-21-401-20-320-512-252-4","003-2-21-401-20-320-512-252-4","DESLAG BOILER","Explosive Cleaning","PLANNED-02","N","0","0","0","0","0","0","0","0","40000","0","0","0","40000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"171778","Clifty","CliftyPLANNED-02003-2-21-401-20-320-512-270-4","           ","003-2-21-401-20-320-512-270-4","003-2-21-401-20-320-512-270-4","BOILER CASING & INS","covered from U1","PLANNED-02","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-09-17 12:50:02","2025"
"156484","EO","EOTS003-1-20-401-20-302-570-500-4","           ","003-1-20-401-20-302-570-500-4","003-1-20-401-20-302-570-500-4","MAINT STA EQP T&S","Routine Transformer Oil Analysis","TS","N","0","2500","0","0","0","0","0","2500","0","0","0","0","5000","5000","5000","5000","5000","0","","","2025-03-18 13:20:02","2025"
"156485","EO","EOTS003-1-20-401-20-302-570-500-4","           ","003-1-20-401-20-302-570-500-4","003-1-20-401-20-302-570-500-4","MAINT STA EQP T&S","Trans B Cooling Fan Replacement","TS","N","0","0","0","0","0","0","0","0","7500","0","0","0","7500","7500","7500","7500","7500","0","","","2025-03-18 13:20:02","2025"
"156486","EO","EOTS003-1-20-401-20-302-570-500-4","           ","003-1-20-401-20-302-570-500-4","003-1-20-401-20-302-570-500-4","MAINT STA EQP T&S","Transformer Nitrogen System Upgrade","TS","N","0","10000","0","0","0","0","0","0","0","0","0","0","10000","10000","10000","10000","10000","0","","","2025-03-18 13:20:02","2025"
"156487","EO","EOTS003-1-20-401-20-302-570-500-4","           ","003-1-20-401-20-302-570-500-4","003-1-20-401-20-302-570-500-4","MAINT STA EQP T&S","GSU & Relay Maintenance & Repair","TS","N","0","0","0","70000","0","0","0","0","0","70000","0","0","140000","140000","140000","140000","140000","0","","","2025-03-18 13:20:02","2025"
"156488","EO","EOTS003-2-21-401-20-302-562-100-4","           ","003-2-21-401-20-302-562-100-4","003-2-21-401-20-302-562-100-4","STA EXP T&S","Material & Supplies","TS","N","0","800","800","800","800","800","800","800","800","800","800","0","8000","8000","8000","8000","8000","0","","","2025-03-18 13:20:02","2025"
"156489","EO","EOTS003-2-21-401-20-302-562-110-4","           ","003-2-21-401-20-302-562-110-4","003-2-21-401-20-302-562-110-4","T&S SALE OF SCRAP","Sale of Scrap and/or Surplus","TS","N","0","0","0","0","0","0","0","0","0","0","0","-5000","-5000","-5000","-5000","-5000","-5000","0","","","2025-03-18 13:20:02","2025"
"156490","EO","EOTS003-2-21-401-20-302-562-201-4","           ","003-2-21-401-20-302-562-201-4","003-2-21-401-20-302-562-201-4","TRAINING SUPP&EXP-T.S.","Employee Training/Seminars - IKEC","TS","N","0","0","0","0","0","4500","0","0","0","0","4500","0","9000","9000","9000","9000","9000","0","","","2025-03-18 13:20:02","2025"
"156491","EO","EOTS003-2-21-401-20-302-563-100-4","           ","003-2-21-401-20-302-563-100-4","003-2-21-401-20-302-563-100-4","OPER OVERHEAD LINE","Aerial Trimming - Indiana","TS","N","0","0","0","0","35000","0","0","0","0","0","0","0","35000","35000","35000","35000","35000","0","","","2025-03-18 13:20:02","2025"
"172141","Clifty","CliftyMAINT003-2-21-401-20-320-513-167-4","           ","003-2-21-401-20-320-513-167-4","003-2-21-401-20-320-513-167-4","GLAND SEAL LEAK COND","1 - GSLO Motor Replacements $12500.                                                                                             NOTE: we did not budget for fan Blade replacement $8500","MAINT","N","0","0","0","0","0","0","12500","0","0","0","0","0","12500","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172142","Clifty","CliftyMAINT003-2-21-401-20-320-513-169-4","           ","003-2-21-401-20-320-513-169-4","003-2-21-401-20-320-513-169-4","MISC UNIT PUMPS & COOL","","MAINT","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-09-17 12:50:02","2025"
"172143","Clifty","CliftyMAINT003-2-21-401-20-320-513-170-4","           ","003-2-21-401-20-320-513-170-4","003-2-21-401-20-320-513-170-4","TRASH RAKES & RACKS","ROLLER REPAIR AND GENERAL MAINT.","MAINT","N","0","0","3000","1089","1363","1363","1363","1370","1363","1363","1363","1363","15000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172144","Clifty","CliftyMAINT003-2-21-401-20-320-513-171-4","           ","003-2-21-401-20-320-513-171-4","003-2-21-401-20-320-513-171-4","TRAVELING SCREENS","""18k for u6 east intake gate rod bent. 8 k for scaffolding 10k for labor, Chain replacement for 1 traveling screens, 116k for parts. Labor 40k, basket and screen inserts for rebuilds 24k, 144k for misc basket replacement normal, chain shoe replacement, bea""","MAINT","N","0","0","0","0","0","367000","0","0","0","0","0","0","367000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
